Loss,Accuracy,Val_Loss,Val_Accuracy
0.7243,0.8482,0.446,0.8729
0.4041,0.8769,0.2976,0.9066
0.302,0.9055,0.2385,0.9293
0.2578,0.921,0.211,0.9356
0.2344,0.9281,0.1949,0.9374
0.2198,0.9317,0.1841,0.9418
0.2085,0.9345,0.1755,0.9431
0.1999,0.9364,0.1683,0.9442
0.1925,0.9384,0.1627,0.9451
0.1867,0.9396,0.1578,0.9462
