Loss,Accuracy,Val_Loss,Val_Accuracy
0.423,0.9108,0.253,0.9142
0.8569,0.8423,0.6766,0.7736
3.1618,0.7553,0.9861,0.6622
2.2901,0.6939,0.7309,0.75
2.6416,0.6554,2.148,0.233
2.1819,0.2315,2.1479,0.233
2.1472,0.2317,2.1485,0.2187
2.1472,0.2317,2.1479,0.233
2.1472,0.2316,2.1484,0.233
2.1472,0.2316,2.1482,0.2187
