Loss,Accuracy,Val_Loss,Val_Accuracy
0.2385,0.938,0.0947,0.9803
0.0992,0.9688,0.0797,0.9662
0.0826,0.9739,0.0676,0.9812
0.0726,0.9777,0.0619,0.9814
0.0641,0.9805,0.0554,0.99
0.0575,0.9832,0.0504,0.9827
0.0511,0.9861,0.0446,0.9927
0.0442,0.989,0.0408,0.993
0.0387,0.9908,0.0428,0.9845
0.0325,0.9928,0.0303,0.9938
