Loss,Accuracy,Val_Loss,Val_Accuracy
0.0546,0.9843,0.0089,0.9982
0.0075,0.9982,0.0065,0.9989
0.0053,0.9987,0.0058,0.999
0.0038,0.999,0.0062,0.9994
0.0032,0.9992,0.0046,0.9994
0.0029,0.9992,0.0086,0.9995
0.0024,0.9994,0.0031,0.9995
0.0021,0.9994,0.0046,0.9996
0.0023,0.9994,0.0064,0.9996
0.0024,0.9995,0.0021,0.9997
