Loss,Accuracy,Val_Loss,Val_Accuracy
0.0204,0.993,0.0131,0.9948
0.0133,0.9951,0.011,0.9954
0.0123,0.9955,0.0098,0.9958
0.0118,0.9957,0.0109,0.9956
0.0114,0.9957,0.01,0.9954
0.0122,0.9957,0.0093,0.9961
0.0114,0.9958,0.0217,0.995
0.0123,0.9958,0.0101,0.9958
0.0119,0.9958,0.01,0.9963
0.0133,0.9958,0.0097,0.9961
