Loss,Accuracy,Val_Loss,Val_Accuracy
0.2721,0.9258,0.1512,0.952
0.1135,0.9627,0.0931,0.9661
0.0806,0.9736,0.0701,0.9812
0.0687,0.9791,0.071,0.9678
0.0574,0.9843,0.0473,0.9918
0.0466,0.9889,0.0441,0.9879
0.037,0.9915,0.0337,0.994
0.031,0.9933,0.0295,0.9948
0.0267,0.9941,0.0266,0.9952
0.0234,0.9949,0.0258,0.9967
