Loss,Accuracy,Val_Loss,Val_Accuracy
0.1726,0.9468,0.081,0.966
0.0765,0.9745,0.0606,0.9821
0.0607,0.9812,0.0473,0.983
0.0485,0.9855,0.0445,0.9835
0.0357,0.9908,0.032,0.9941
0.0273,0.9941,0.0334,0.9963
0.0216,0.9951,0.0319,0.997
0.0187,0.9959,0.0321,0.9971
0.0164,0.9964,0.0304,0.9974
0.0147,0.9968,0.0295,0.9979
