Loss,Accuracy,Val_Loss,Val_Accuracy
0.0546,0.9847,0.0121,0.9965
0.0089,0.9979,0.0078,0.9985
0.0062,0.9983,0.0114,0.9988
0.0045,0.9988,0.0065,0.9992
0.004,0.9988,0.0188,0.9989
0.0034,0.9991,0.008,0.9996
0.0032,0.9992,0.0089,0.9993
0.0023,0.9994,0.0079,0.9997
0.0023,0.9994,0.0101,0.9996
0.0019,0.9995,0.0239,0.9995
