Loss,Accuracy,Val_Loss,Val_Accuracy
0.0689,0.9764,0.0167,0.9941
0.0175,0.9939,0.0146,0.9946
0.0157,0.9943,0.0143,0.9948
0.0148,0.9945,0.0135,0.9949
0.0142,0.9947,0.013,0.9951
0.0137,0.9948,0.0126,0.9951
0.0133,0.995,0.0126,0.9951
0.013,0.995,0.0122,0.9953
0.0128,0.9951,0.012,0.9953
0.0126,0.9951,0.012,0.9953
