Loss,Accuracy,Val_Loss,Val_Accuracy
0.0206,0.9938,0.0083,0.9969
0.0081,0.9977,0.0085,0.9964
0.0071,0.9981,0.0084,0.9978
0.0065,0.9984,0.0078,0.9977
0.0089,0.9984,0.0044,0.9988
0.0065,0.9985,0.0057,0.9982
0.0056,0.9986,0.0046,0.9986
0.0055,0.9986,0.0058,0.9983
0.0062,0.9986,0.0038,0.999
0.0073,0.9986,0.0035,0.999
