Loss,Accuracy,Val_Loss,Val_Accuracy
0.097,0.9668,0.0165,0.9942
0.0174,0.994,0.0139,0.9949
0.0152,0.9945,0.0127,0.9951
0.0141,0.9948,0.0125,0.9952
0.0133,0.995,0.0119,0.9954
0.0127,0.9951,0.0114,0.9954
0.0122,0.9953,0.0109,0.9956
0.0118,0.9954,0.0108,0.9957
0.0114,0.9955,0.0101,0.9959
0.011,0.9956,0.0097,0.996
