Loss,Accuracy,Val_Loss,Val_Accuracy
0.034,0.9896,0.0086,0.9974
0.0092,0.9972,0.0065,0.9981
0.0066,0.998,0.0051,0.9988
0.0057,0.9983,0.0046,0.9984
0.0051,0.9985,0.0042,0.9988
0.0047,0.9986,0.0035,0.999
0.0044,0.9987,0.0036,0.9988
0.0042,0.9988,0.004,0.9988
0.0039,0.9988,0.0034,0.999
0.0037,0.9989,0.0028,0.9992
