Loss,Accuracy,Val_Loss,Val_Accuracy
0.0262,0.9912,0.0128,0.995
0.0125,0.9952,0.0117,0.9954
0.0113,0.9955,0.0101,0.9958
0.0099,0.9959,0.0083,0.9964
0.0089,0.9963,0.0084,0.9964
0.0084,0.9964,0.0081,0.9964
0.0081,0.9965,0.0071,0.9968
0.0078,0.9966,0.011,0.996
0.0077,0.9967,0.0074,0.9969
0.0076,0.9967,0.0068,0.997
