Loss,Accuracy,Val_Loss,Val_Accuracy
1.2916,0.6286,0.663,0.7414
0.7237,0.7121,0.6011,0.7483
0.668,0.7218,0.5732,0.7505
0.6321,0.7309,0.5422,0.7522
0.5867,0.745,0.4819,0.7543
0.4903,0.7929,0.3348,0.8744
0.3286,0.8914,0.1798,0.9536
0.192,0.954,0.089,0.9897
0.119,0.9795,0.0577,0.991
0.0883,0.9855,0.0468,0.9914
