Loss,Accuracy,Val_Loss,Val_Accuracy
0.1275,0.9614,0.0348,0.9847
0.031,0.9905,0.0202,0.9929
0.0223,0.9932,0.015,0.9951
0.0189,0.9942,0.0143,0.9958
0.0176,0.9948,0.0156,0.995
0.0173,0.9952,0.012,0.9962
0.0136,0.9957,0.0109,0.9963
0.0124,0.996,0.0097,0.9974
0.0119,0.9963,0.0086,0.998
0.011,0.9966,0.0102,0.9968
