Loss,Accuracy,Val_Loss,Val_Accuracy
0.3828,0.8945,0.1914,0.9407
0.1809,0.9434,0.1329,0.9588
0.1369,0.9552,0.1056,0.9631
0.1131,0.9607,0.0892,0.9651
0.0956,0.9654,0.0772,0.9703
0.0791,0.9718,0.059,0.9752
0.062,0.9804,0.0422,0.9889
0.0473,0.9868,0.0332,0.9917
0.0397,0.9887,0.0282,0.9926
0.035,0.9899,0.0256,0.9924
