Loss,Accuracy,Val_Loss,Val_Accuracy
1.5651,0.5768,0.6726,0.7251
0.6762,0.7219,0.5917,0.743
0.6164,0.7352,0.5661,0.7484
0.588,0.7423,0.5444,0.7523
0.5548,0.7495,0.4853,0.7551
0.3755,0.8514,0.1185,0.984
0.0932,0.9836,0.041,0.9916
0.0546,0.9891,0.0334,0.992
0.0451,0.9902,0.0303,0.9923
0.0402,0.9908,0.0283,0.9924
