Loss,Accuracy,Val_Loss,Val_Accuracy
0.0608,0.9851,0.0307,0.9918
0.0795,0.9847,0.1257,0.9822
0.2361,0.9545,0.1885,0.9584
0.3388,0.9153,0.385,0.8648
0.4844,0.8598,0.7214,0.8031
0.7106,0.8039,0.7684,0.8031
0.7683,0.8032,0.7684,0.8031
0.7682,0.8032,0.7682,0.8031
0.7682,0.8032,0.7681,0.8031
0.7682,0.8032,0.7681,0.8031
