Loss,Accuracy,Val_Loss,Val_Accuracy
0.1317,0.9598,0.0342,0.9903
0.0324,0.9902,0.0203,0.9936
0.023,0.993,0.0172,0.995
0.0192,0.9942,0.0133,0.9959
0.0167,0.9951,0.0124,0.9961
0.0149,0.9956,0.0112,0.9965
0.0131,0.9961,0.0101,0.9976
0.0116,0.9965,0.0085,0.997
0.0104,0.9969,0.0078,0.9974
0.0096,0.9972,0.0071,0.9976
