Loss,Accuracy,Val_Loss,Val_Accuracy
0.0729,0.9772,0.0188,0.9942
0.0203,0.9939,0.0137,0.9954
0.0155,0.9952,0.011,0.9963
0.0131,0.9959,0.0097,0.9966
0.0113,0.9965,0.0079,0.9979
0.0103,0.9969,0.0073,0.9977
0.009,0.9972,0.0068,0.998
0.0088,0.9974,0.0065,0.9977
0.0079,0.9976,0.0058,0.9982
0.0072,0.9978,0.0053,0.9984
