Loss,Accuracy,Val_Loss,Val_Accuracy
0.0634,0.9841,0.0277,0.9978
0.0095,0.9978,0.0256,0.9983
0.0057,0.9985,0.0071,0.999
0.0043,0.9989,0.0128,0.9985
0.0037,0.999,0.0056,0.9993
0.0032,0.9993,0.0058,0.9995
0.0021,0.9994,0.003,0.9995
0.0022,0.9994,0.0057,0.9997
0.0021,0.9995,0.0064,0.9993
0.0019,0.9995,0.0061,0.9996
