Loss,Accuracy,Val_Loss,Val_Accuracy
0.0736,0.9817,0.0434,0.9901
0.0924,0.9805,0.0563,0.9879
0.1775,0.969,0.2256,0.9517
0.5492,0.8679,0.7677,0.8031
0.7175,0.8032,0.678,0.8031
0.756,0.8032,0.7683,0.8031
0.7682,0.8032,0.7682,0.8031
0.7682,0.8032,0.7684,0.8031
0.7682,0.8032,0.7681,0.8031
0.7682,0.8032,0.7682,0.8031
