Loss,Accuracy,Val_Loss,Val_Accuracy
2.0012,0.499,1.9234,0.4804
1.8335,0.4814,1.7124,0.4282
1.5761,0.4903,1.3931,0.6626
1.2765,0.6038,1.0926,0.7565
1.025,0.7019,0.8414,0.7991
0.8018,0.7804,0.6277,0.8556
0.6244,0.832,0.4795,0.9003
0.5046,0.8615,0.3869,0.903
0.4255,0.8816,0.3298,0.9166
0.3723,0.8962,0.2932,0.922
