Loss,Accuracy,Val_Loss,Val_Accuracy
1.8984,0.6603,1.642,0.8058
1.3294,0.6994,0.9785,0.7673
0.8347,0.7751,0.5848,0.8269
0.5661,0.8439,0.4073,0.8952
0.4411,0.8805,0.3288,0.9347
0.3741,0.9014,0.2863,0.9442
0.3338,0.9135,0.2595,0.9445
0.3028,0.923,0.2399,0.9455
0.284,0.9274,0.2258,0.9461
0.2678,0.9321,0.2148,0.9477
