Loss,Accuracy,Val_Loss,Val_Accuracy
0.2467,0.9129,0.0248,0.9929
0.0283,0.9922,0.0207,0.9935
0.0239,0.9928,0.0187,0.9938
0.0218,0.9932,0.0174,0.9941
0.0205,0.9934,0.0167,0.9943
0.0195,0.9936,0.0162,0.9943
0.0188,0.9937,0.0156,0.9945
0.0183,0.9938,0.0154,0.9946
0.0178,0.9939,0.0151,0.9946
0.0174,0.994,0.0148,0.9946
