Loss,Accuracy,Val_Loss,Val_Accuracy
0.0559,0.9835,0.0145,0.9953
0.0129,0.9959,0.0078,0.9972
0.0084,0.9974,0.0053,0.9985
0.0067,0.998,0.0052,0.9984
0.0057,0.9983,0.0044,0.9985
0.0053,0.9984,0.0036,0.999
0.0048,0.9986,0.0034,0.9989
0.0044,0.9987,0.0034,0.9991
0.0042,0.9987,0.0045,0.999
0.004,0.9988,0.0033,0.9993
