Loss,Accuracy,Val_Loss,Val_Accuracy
0.0835,0.9797,0.0657,0.9809
0.2475,0.94,0.1624,0.9543
1.0222,0.8471,0.8137,0.7446
0.7426,0.7835,0.6724,0.8102
1.0585,0.6409,1.1164,0.5924
1.4617,0.4499,1.4158,0.4376
1.6474,0.3786,1.6526,0.3758
1.7098,0.3648,1.6558,0.3752
1.6949,0.3665,1.6469,0.3616
1.7087,0.3642,1.6593,0.3748
