Loss,Accuracy,Val_Loss,Val_Accuracy
0.0208,0.9927,0.0127,0.9949
0.0133,0.9951,0.013,0.9952
0.0118,0.9955,0.0109,0.9957
0.012,0.9956,0.0108,0.9957
0.0115,0.9957,0.0097,0.9956
0.0113,0.9957,0.0097,0.996
0.0118,0.9958,0.0107,0.9953
0.0112,0.9958,0.0133,0.9955
0.012,0.9958,0.0092,0.9965
0.0128,0.9958,0.0104,0.9955
