Loss,Accuracy,Val_Loss,Val_Accuracy
0.1502,0.9541,0.0771,0.9662
0.0533,0.9851,0.0411,0.9899
0.0255,0.994,0.0202,0.9972
0.015,0.9968,0.0152,0.9987
0.0102,0.9979,0.0117,0.9988
0.0076,0.9984,0.01,0.999
0.0058,0.9986,0.0083,0.9991
0.0049,0.9987,0.008,0.9991
0.0041,0.999,0.0064,0.9993
0.0036,0.9991,0.0143,0.9993
