Loss,Accuracy,Val_Loss,Val_Accuracy
0.0614,0.985,0.0161,0.9959
0.0203,0.9951,0.009,0.9978
0.0246,0.9944,0.0215,0.9984
0.0195,0.9962,0.0088,0.9982
0.0162,0.9966,0.0083,0.9978
0.0179,0.9961,0.008,0.9975
0.0157,0.9965,0.0176,0.9971
0.014,0.997,0.0084,0.9981
0.0228,0.9962,0.0044,0.9989
0.0105,0.9974,0.0094,0.9974
